"","Layer","POC_mg","DIC_inject","DIC_mg","DIC_remin","POC_export"
"1","Epi",6.57908856575337,6.95993573896654,13.2114707724985,6.25153503353197,0.327553532221395
"2","Umeso",3.61744859163771,6.2163874824569,10.0891343720001,3.87274688954321,0.0722552343158927
"3","Lmeso",1.01775068365335,1.31135615643504,2.40135537717645,1.08999922074142,6.69722782638748e-06





