"","Layer","POC_mg","DIC_inject","DIC_mg","DIC_remin","POC_export"
"1","Epi",6.61440949377186,7.04055171206577,13.3256491481582,6.28509743609239,0.329312057679468
"2","Umeso",3.62841750627682,6.23940004907302,10.1246412675166,3.88524121844359,0.0724883455126907
"3","Lmeso",1.02436826508183,1.3280443112504,2.42489418252498,1.09684987127458,6.73931993664456e-06
