"","Layer","POC_mg","DIC_inject","DIC_mg","DIC_remin","POC_export"
"1","Epi",3.66198095468369,2.03818561282311,5.51784727135414,3.47966165853104,0.182319296152653
"2","Umeso",0.398835316934647,0.420117150239583,0.990627545295053,0.57051039505547,0.010644218031829
"3","Lmeso",1.27907291467115,0.879228887160217,2.16893809556725,1.28970920840704,7.92429593905267e-06
