,Site,daylight,Depth_Stratum,Deployment,Acc,Acc_ed,Species,Taxa_updated,Length_mm
14341,58S,Night,Meso,40,25,25,Bathylagus niger,Bathylagus spp.,120
14342,58S,Night,Meso,40,25,25,Bathylagus niger,Bathylagus spp.,82
14343,58S,Night,Meso,40,25,25,Bathylagus niger,Bathylagus spp.,82
14834,58S,Night,Meso,40,25,25,Bathylagus niger,Bathylagus spp.,136
14835,58S,Night,Meso,40,25,25,Bathylagus niger,Bathylagus spp.,120
14836,58S,Night,Meso,40,25,25,Bathylagus niger,Bathylagus spp.,82
14837,58S,Night,Meso,40,25,25,Bathylagus niger,Bathylagus spp.,82
17393,58S,Night,Lmeso,46,1,1,Bathylagus niger,Bathylagus spp.,110
17394,58S,Night,Lmeso,46,1,1,Bathylagus niger,Bathylagus spp.,93
17395,58S,Night,Lmeso,46,1,1,Bathylagus niger,Bathylagus spp.,91
17396,58S,Night,Lmeso,46,1,1,Bathylagus niger,Bathylagus spp.,86
17397,58S,Night,Lmeso,46,1,1,Bathylagus niger,Bathylagus spp.,70
17398,58S,Night,Lmeso,46,1,1,Bathylagus niger,Bathylagus spp.,69
17399,58S,Night,Lmeso,46,1,1,Bathylagus niger,Bathylagus spp.,69
19325,58S,Night,Meso,53,1,1,Bathylagus sp,Bathylagus spp.,76
19326,58S,Night,Meso,53,1,1,Bathylagus sp,Bathylagus spp.,81
5275,SOTS,Day,Lmeso,22,45,45,Bathylagus sp.,Bathylagus spp.,54
5276,SOTS,Day,Lmeso,22,45,45,Bathylagus sp.,Bathylagus spp.,30
10187,55S,Night,Lmeso,35,2,2,Bathylagus sp.,Bathylagus spp.,44
10188,55S,Night,Lmeso,35,2,2,Bathylagus sp.,Bathylagus spp.,37
11252,55S,Day,Lmeso,36,22,22,Bathylagus sp.,Bathylagus spp.,70
11253,55S,Day,Lmeso,36,22,22,Bathylagus sp.,Bathylagus spp.,55
11254,55S,Day,Lmeso,36,22,22,Bathylagus sp.,Bathylagus spp.,55
11255,55S,Day,Lmeso,36,22,22,Bathylagus sp.,Bathylagus spp.,40
11256,55S,Day,Lmeso,36,22,22,Bathylagus sp.,Bathylagus spp.,30
14344,58S,Night,Meso,40,26,26,Bathylagus sp.,Bathylagus spp.,40
14838,58S,Night,Meso,40,26,26,Bathylagus sp.,Bathylagus spp.,40
15212,58S,Day,Lmeso,41,11,11,Bathylagus sp.,Bathylagus spp.,124
15213,58S,Day,Lmeso,41,11,11,Bathylagus sp.,Bathylagus spp.,104
15870,58S,Night,Lmeso,42,2,2,Bathylagus sp.,Bathylagus spp.,102
15871,58S,Night,Lmeso,42,2,2,Bathylagus sp.,Bathylagus spp.,96
15872,58S,Night,Lmeso,42,2,2,Bathylagus sp.,Bathylagus spp.,100
15873,58S,Night,Lmeso,42,2,2,Bathylagus sp.,Bathylagus spp.,67
15874,58S,Night,Lmeso,42,2,2,Bathylagus sp.,Bathylagus spp.,65
15875,58S,Night,Lmeso,42,2,2,Bathylagus sp.,Bathylagus spp.,60
15876,58S,Night,Lmeso,42,2,2,Bathylagus sp.,Bathylagus spp.,56
8386,55S,Night,Lmeso,29,67,67,Bathylagus sp. (small),Bathylagus spp.,42
8387,55S,Night,Lmeso,29,67,67,Bathylagus sp. (small),Bathylagus spp.,37
8388,55S,Night,Lmeso,29,67,67,Bathylagus sp. (small),Bathylagus spp.,49
8389,55S,Night,Lmeso,29,67,67,Bathylagus sp. (small),Bathylagus spp.,39
8390,55S,Night,Lmeso,29,67,67,Bathylagus sp. (small),Bathylagus spp.,44
8391,55S,Night,Lmeso,29,67,67,Bathylagus sp. (small),Bathylagus spp.,38
8392,55S,Night,Lmeso,29,67,67,Bathylagus sp. (small),Bathylagus spp.,39
8393,55S,Night,Lmeso,29,67,67,Bathylagus sp. (small),Bathylagus spp.,35
5169,SOTS,Day,Lmeso,22,34,34,Bathylagus tenuis,Bathylagus spp.,52
5170,SOTS,Day,Lmeso,22,34,34,Bathylagus tenuis,Bathylagus spp.,61
5171,SOTS,Day,Lmeso,22,34,34,Bathylagus tenuis,Bathylagus spp.,67
2265,SOTS,Night,Lmeso,13,33,33,Melanonus sp.,Bathylagus spp.,42
14894,58S,Day,Lmeso,41,15,15,Benthalbella elongata,Benthalbella macropinna,154
18392,58S,Day,Lmeso,47,4,4,Benthalbella elongata,Benthalbella macropinna,105
8482,55S,Day,Lmeso,30,11,11,Paralepididae sp. A,Benthalbella macropinna,114
8483,55S,Day,Lmeso,30,11,11,Paralepididae sp. A,Benthalbella macropinna,100
3144,SOTS,Day,Epi,15,4,4,Beroe,Beroe spp.,120
5594,55S,Day,Epi,23,5,5,Beroe,Beroe spp.,15
5595,55S,Day,Epi,23,5,5,Beroe,Beroe spp.,14
5596,55S,Day,Epi,23,5,5,Beroe,Beroe spp.,35
5597,55S,Day,Epi,23,5,5,Beroe,Beroe spp.,16
5598,55S,Day,Epi,23,5,5,Beroe,Beroe spp.,10
5599,55S,Day,Epi,23,5,5,Beroe,Beroe spp.,25
13870,58S,Day,Epi,39,9,9,Beroe sp.,Beroe spp.,4
12616,58S,Night,Epi,37,31,31,Pink/Clear ctenophore,Beroe spp.,37
12617,58S,Night,Epi,37,31,31,Pink/Clear ctenophore,Beroe spp.,30
470,SOTS,Day,Lmeso,7,10,10,Astronesthes boulengeri,Borostomias spp.,63
7798,55S,Night,Lmeso,29,19,19,Astronesthes boulengeri,Borostomias spp.,92
2267,SOTS,Night,Lmeso,13,35,35,Astronesthes kreffi,Borostomias spp.,62
2268,SOTS,Night,Lmeso,13,35,35,Astronesthes kreffi,Borostomias spp.,73
471,SOTS,Day,Lmeso,7,10,10,NA,Borostomias spp.,41
472,SOTS,Day,Lmeso,7,10,10,NA,Borostomias spp.,45
2772,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,13
2773,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,10
2774,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,9
2775,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,12
2776,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,6
2777,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,3
2778,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,7
2779,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,11
2780,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,10
2781,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,6
2782,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,9
2783,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,10
2784,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,6
2785,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,5
2786,SOTS,Day,Lmeso,14,22,22,Calanoid,Calanoides spp.,5
8500,55S,Day,Lmeso,30,16,16,Calanoida,Calanoides spp.,7
8501,55S,Day,Lmeso,30,16,16,Calanoida,Calanoides spp.,8
8502,55S,Day,Lmeso,30,16,16,Calanoida,Calanoides spp.,5
8503,55S,Day,Lmeso,30,16,16,Calanoida,Calanoides spp.,8
8504,55S,Day,Lmeso,30,16,16,Calanoida,Calanoides spp.,7
8505,55S,Day,Lmeso,30,16,16,Calanoida,Calanoides spp.,6
8506,55S,Day,Lmeso,30,16,16,Calanoida,Calanoides spp.,4
8507,55S,Day,Lmeso,30,16,16,Calanoida,Calanoides spp.,6
8508,55S,Day,Lmeso,30,16,16,Calanoida,Calanoides spp.,7
8509,55S,Day,Lmeso,30,16,16,Calanoida,Calanoides spp.,7
8510,55S,Day,Lmeso,30,16,16,Calanoida,Calanoides spp.,4
8511,55S,Day,Lmeso,30,16,16,Calanoida,Calanoides spp.,6
11755,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,12
11756,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,12
11757,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,12
11758,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,11
11759,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,11
11760,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,11
11761,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,10
11762,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,10
11763,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,10
11764,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,10
11765,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,10
11766,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,10
11767,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,10
11768,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,10
11769,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,9
11770,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,9
11771,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,9
11772,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,9
11773,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,8
11774,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,8
11775,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,7
11776,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,9
11777,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,9
11778,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,9
11779,55S,Day,Lmeso,36,51,51,Calanoides,Calanoides spp.,9
14753,58S,Night,Meso,40,10,10,Calycopsis,Calycopsis spp.,20
14754,58S,Night,Meso,40,10,10,Calycopsis,Calycopsis spp.,24
14755,58S,Night,Meso,40,10,10,Calycopsis,Calycopsis spp.,21
17966,58S,Night,Lmeso,46,46,46,Calycopsis,Calycopsis spp.,22
19333,58S,Night,Meso,53,27,27,Calycopsis,Calycopsis spp.,15
9988,55S,Night,Meso,34,14,14,Calycopsis sp.,Calycopsis spp.,19
10719,55S,Night,Lmeso,35,41,41,Calycopsis sp.,Calycopsis spp.,25
10720,55S,Night,Lmeso,35,41,41,Calycopsis sp.,Calycopsis spp.,14
13867,58S,Day,Epi,39,19,19,Medusa sp.,Calycopsis spp.,3.9
14177,58S,Night,Meso,40,10,10,Medusa sp.,Calycopsis spp.,20
14178,58S,Night,Meso,40,10,10,Medusa sp.,Calycopsis spp.,24
14179,58S,Night,Meso,40,10,10,Medusa sp.,Calycopsis spp.,21
410,SOTS,Night,Lmeso,6,20,20,Cephalopod,Class Cephalopoda - undifferentiated,7
7954,55S,Night,Lmeso,29,32,32,Black gastropod,Class Gastropoda - undifferentiated,12
446,SOTS,Night,Lmeso,6,13,13,Ostracod,Class Ostracoda - undifferentiated,6
2264,SOTS,Night,Lmeso,13,31,31,Ostracod,Class Ostracoda - undifferentiated,6
4386,SOTS,Night,Meso,18,16,16,Ostracod,Class Ostracoda - undifferentiated,12
17793,58S,Night,Lmeso,46,25,25,Mixed orange polychaetes,Class Polychaeta - undifferentiated,55
17794,58S,Night,Lmeso,46,25,25,Mixed orange polychaetes,Class Polychaeta - undifferentiated,21
17795,58S,Night,Lmeso,46,25,25,Mixed orange polychaetes,Class Polychaeta - undifferentiated,155
770,SOTS,Day,Lmeso,7,27,27,NA,Class Polychaeta - undifferentiated,16
769,SOTS,Day,Lmeso,7,27,27,Polychaete,Class Polychaeta - undifferentiated,16
4399,SOTS,Night,Meso,18,18,18,Polychaete,Class Polychaeta - undifferentiated,20
4400,SOTS,Night,Meso,18,18,18,Polychaete,Class Polychaeta - undifferentiated,30
4401,SOTS,Night,Meso,18,18,18,Polychaete,Class Polychaeta - undifferentiated,6
5158,SOTS,Day,Lmeso,22,30,30,Polychaete,Class Polychaeta - undifferentiated,13
5159,SOTS,Day,Lmeso,22,30,30,Polychaete,Class Polychaeta - undifferentiated,10
9315,55S,Night,Epi,31,7,7,Polychaete,Class Polychaeta - undifferentiated,90
9316,55S,Night,Epi,31,7,7,Polychaete,Class Polychaeta - undifferentiated,140
9317,55S,Night,Epi,31,7,7,Polychaete,Class Polychaeta - undifferentiated,12
10116,55S,Night,Meso,34,26,26,Polychaete,Class Polychaeta - undifferentiated,26
15923,58S,Night,Lmeso,42,54,54,Polychaete,Class Polychaeta - undifferentiated,19
15924,58S,Night,Lmeso,42,54,54,Polychaete,Class Polychaeta - undifferentiated,19
15925,58S,Night,Lmeso,42,54,54,Polychaete,Class Polychaeta - undifferentiated,18
15926,58S,Night,Lmeso,42,54,54,Polychaete,Class Polychaeta - undifferentiated,20
15927,58S,Night,Lmeso,42,54,54,Polychaete,Class Polychaeta - undifferentiated,20
15928,58S,Night,Lmeso,42,54,54,Polychaete,Class Polychaeta - undifferentiated,15
15929,58S,Night,Lmeso,42,54,54,Polychaete,Class Polychaeta - undifferentiated,15
15930,58S,Night,Lmeso,42,54,54,Polychaete,Class Polychaeta - undifferentiated,19
15931,58S,Night,Lmeso,42,54,54,Polychaete,Class Polychaeta - undifferentiated,35
15932,58S,Night,Lmeso,42,54,54,Polychaete,Class Polychaeta - undifferentiated,25
16760,58S,Day,Epi,44,18,18,Polychaete,Class Polychaeta - undifferentiated,49
18764,58S,Night,Epi,49,25,25,Polychaete,Class Polychaeta - undifferentiated,161
10578,55S,Night,Lmeso,35,29,29,Polychaete sp. 1,Class Polychaeta - undifferentiated,27
10865,55S,Night,Lmeso,35,55,55,Polychaete sp. 2,Class Polychaeta - undifferentiated,20
5480,55S,Day,Epi,23,16,16,Clio sp.,Clio pyramidata,10
5428,55S,Day,Epi,23,16,16,Euphausia spp.,Clio pyramidata,15
5160,SOTS,Day,Lmeso,22,31,31,Clio,Clio recurva,20
7200,55S,Day,Lmeso,28,53,53,Clio recurva,Clio recurva,20
7201,55S,Day,Lmeso,28,53,53,Clio recurva,Clio recurva,25
7202,55S,Day,Lmeso,28,53,53,Clio recurva,Clio recurva,20
7952,55S,Night,Lmeso,29,29,29,Clio spp.,Clio recurva,45
7953,55S,Night,Lmeso,29,29,29,Clio spp.,Clio recurva,35
8727,55S,Day,Lmeso,30,22,22,Clio spp.,Clio recurva,18
8728,55S,Day,Lmeso,30,22,22,Clio spp.,Clio recurva,23
8729,55S,Day,Lmeso,30,22,22,Clio spp.,Clio recurva,60
8730,55S,Day,Lmeso,30,22,22,Clio spp.,Clio recurva,12
1166,SOTS,Day,Epi,8,10,10,Clio,Clio spp.,35
3362,SOTS,Day,Meso,16,11,11,Clio,Clio spp.,16
3363,SOTS,Day,Meso,16,11,11,Clio,Clio spp.,8
3364,SOTS,Day,Meso,16,11,11,Clio,Clio spp.,6
3365,SOTS,Day,Meso,16,11,11,Clio,Clio spp.,9
3366,SOTS,Day,Meso,16,11,11,Clio,Clio spp.,9
3367,SOTS,Day,Meso,16,11,11,Clio,Clio spp.,14
10619,55S,Night,Lmeso,35,32,32,Clio sp.,Clio spp.,19
11190,55S,Day,Lmeso,36,13,13,Clio sp.,Clio spp.,20
15278,58S,Day,Lmeso,41,17,17,Clio spp,Clio spp.,19
15279,58S,Day,Lmeso,41,17,17,Clio spp,Clio spp.,19
257,SOTS,Night,Epi,5,14,14,Cranchid,Cranchiidae - undifferentiated,40
258,SOTS,Night,Epi,5,14,14,Cranchid,Cranchiidae - undifferentiated,18
259,SOTS,Night,Epi,5,14,14,Cranchid,Cranchiidae - undifferentiated,51
291,SOTS,Night,Epi,5,25,25,Cranchid,Cranchiidae - undifferentiated,11
523,SOTS,Day,Lmeso,7,34,34,Cranchid,Cranchiidae - undifferentiated,37
1129,SOTS,Day,Epi,8,4,4,Cranchid,Cranchiidae - undifferentiated,33
1130,SOTS,Day,Epi,8,4,4,Cranchid,Cranchiidae - undifferentiated,27
1663,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,24
1664,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,20
1665,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,39
1666,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,35
1667,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,24
1668,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,21
1669,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,26
1670,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,20
1671,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,31
1672,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,27
1673,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,24
1674,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,20
1675,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,22
1676,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,17
1677,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,23
1678,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,20
1679,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,17
1680,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,15
1681,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,18
1682,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,15
1683,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,22
1684,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,19
1685,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,21
1686,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,17
1687,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,18
1688,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,14
1689,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,20
1690,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,16
1691,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,21
1692,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,17
1693,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,23
1694,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,19
1695,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,17
1696,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,14
1697,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,18
1698,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,16
1699,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,19
1700,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,16
1701,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,15
1702,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,13
1703,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,16
1704,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,13
1705,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,13
1706,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,11
1707,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,10
1708,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,8
1709,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,18
1710,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,15
1711,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,12
1712,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,9
1713,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,10
1714,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,9
1715,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,8
1716,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,6
1717,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,6
1718,SOTS,Night,Epi,11,6,6,Cranchid,Cranchiidae - undifferentiated,5
1834,SOTS,Night,Meso,12,29,29,Cranchid,Cranchiidae - undifferentiated,17
1835,SOTS,Night,Meso,12,29,29,Cranchid,Cranchiidae - undifferentiated,12
1836,SOTS,Night,Meso,12,29,29,Cranchid,Cranchiidae - undifferentiated,15
1837,SOTS,Night,Meso,12,29,29,Cranchid,Cranchiidae - undifferentiated,10
1838,SOTS,Night,Meso,12,29,29,Cranchid,Cranchiidae - undifferentiated,15
1839,SOTS,Night,Meso,12,29,29,Cranchid,Cranchiidae - undifferentiated,11
1840,SOTS,Night,Meso,12,29,29,Cranchid,Cranchiidae - undifferentiated,9
1841,SOTS,Night,Meso,12,29,29,Cranchid,Cranchiidae - undifferentiated,6
2240,SOTS,Night,Lmeso,13,21,21,Cranchid,Cranchiidae - undifferentiated,33
2241,SOTS,Night,Lmeso,13,21,21,Cranchid,Cranchiidae - undifferentiated,45
2242,SOTS,Night,Lmeso,13,21,21,Cranchid,Cranchiidae - undifferentiated,48
2243,SOTS,Night,Lmeso,13,21,21,Cranchid,Cranchiidae - undifferentiated,16
2244,SOTS,Night,Lmeso,13,21,21,Cranchid,Cranchiidae - undifferentiated,22
3045,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,50
3046,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,70
3047,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,18
3048,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,30
3049,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,50
3050,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,75
3051,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,10
3052,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,13
3053,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,15
3054,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,25
3055,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,10
3056,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,12
3057,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,10
3058,SOTS,Day,Epi,15,12,12,Cranchid,Cranchiidae - undifferentiated,17
3529,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,50
3530,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,55
3531,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,19
3532,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,22
3533,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,17
3534,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,21
3535,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,18
3536,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,21
3537,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,15
3538,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,17
3539,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,20
3540,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,23
3541,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,18
3542,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,21
3543,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,15
3544,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,18
3545,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,28
3546,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,32
3547,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,16
3548,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,19
3549,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,23
3550,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,26
3551,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,15
3552,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,17
3553,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,17
3554,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,20
3555,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,60
3556,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,12
3557,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,15
3558,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,17
3559,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,15
3560,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,18
3561,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,13
3562,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,16
3563,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,10
3564,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,11
3565,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,8
3566,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,10
3567,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,13
3568,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,16
3569,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,19
3570,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,24
3571,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,17
3572,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,19
3573,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,12
3574,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,14
3575,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,18
3576,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,22
3577,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,20
3578,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,23
3579,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,55
3580,SOTS,Night,Epi,17,2,2,Cranchid,Cranchiidae - undifferentiated,63
